1;1.7469281074217108e-07;1.0;0.016121549531817436;0.042349785566329956;4.972160816192627;5.0178632736206055;0.5147325992584229;10.563228024169803;10.563067907628092
1000;8.743375177645663e-05;1.0;0.014831352978944778;0.040555231273174286;0.3673992156982422;0.34710460901260376;0.013586152344942093;0.7834765613079071;0.7787137865726371
2000;0.00017478015714754216;1.0;0.014056936837732792;0.038610637187957764;0.2897523045539856;0.2672477960586548;0.01065725926309824;0.6203249339014292;0.6119458155876374
3000;0.0002621265625186277;1.0;0.009103010408580303;0.03846188634634018;0.2464866191148758;0.2245429903268814;0.007304674480110407;0.5258991806767881;0.5150554972237791
4000;0.00034947296788971323;1.0;0.014770605601370335;0.03291640803217888;0.2194197028875351;0.19230081140995026;0.009032398462295532;0.4684399263933301;0.45404925825999815
5000;0.00043681937326079875;1.0;0.01116401981562376;0.03289356827735901;0.20147384703159332;0.17782661318778992;0.005995683837682009;0.429353732150048;0.4138768831957947
6000;0.0005241657786318843;1.0;0.014458815567195415;0.030733326449990273;0.19838185608386993;0.16721773147583008;0.009018199518322945;0.41980992909520864;0.39908068664440655
7000;0.0006115121840029698;1.0;0.011403953656554222;0.03179675340652466;0.1857026070356369;0.15761737525463104;0.005982050206512213;0.39250273955985904;0.3716096339465352
8000;0.0006987275738599351;1.0;0.009205235168337822;0.03063076175749302;0.185781791806221;0.15662279725074768;0.0057557690888643265;0.38799635507166386;0.3660026520991698
9000;0.0006587712484822847;1.0;0.02904278039932251;0.025802018120884895;0.17221498489379883;0.14186982810497284;0.010947061702609062;0.37987667322158813;0.35114668787016995
10000;0.0006249687523435547;1.0;0.014688609167933464;0.028476297855377197;0.16189627349376678;0.13224373757839203;0.005830889567732811;0.3431358076632023;0.31766919241363645
11000;0.0005958870331198203;1.0;0.014549605548381805;0.027748815715312958;0.15366654098033905;0.12499763071537018;0.005793716758489609;0.3267563097178936;0.2998827952211723
12000;0.0005705205595397901;1.0;0.011312134563922882;0.028475504368543625;0.15582865476608276;0.12815254926681519;0.004510265775024891;0.32827910874038935;0.3007134733836632
13000;0.0005481401801576853;1.0;0.01117753330618143;0.028022639453411102;0.14598344266414642;0.12065648287534714;0.005285360384732485;0.3111254586838186;0.2812534634468029
14000;0.0005282025451655616;1.0;0.021401606500148773;0.02529984712600708;0.14649870991706848;0.12113591283559799;0.005464388057589531;0.31980046443641186;0.2884515802455135
15000;0.0005102933535848628;1.0;0.029947008937597275;0.023823097348213196;0.14299549162387848;0.11536054313182831;0.006955015007406473;0.31908115604892373;0.2841750598205719
16000;0.0004940904443161719;1.0;0.010835496708750725;0.026711855083703995;0.1343592256307602;0.10760863870382309;0.0034058524761348963;0.2829210686031729;0.250636126257875
17000;0.0004793390200304555;1.0;0.01439294870942831;0.026321465149521828;0.1292506605386734;0.10398019105195999;0.003771032439544797;0.2777162978891283;0.24456511878744933
18000;0.00046583455564340345;1.0;0.013919850811362267;0.02567710354924202;0.12606137990951538;0.10187653452157974;0.003738663624972105;0.2712735324166715;0.23872562481176574
19000;0.0004534107246145773;1.0;0.008857334032654762;0.026405557990074158;0.12601062655448914;0.1010812446475029;0.003699173917993903;0.26605393714271486;0.23384547768521588
